n,T,pr,Model,Activity,Scenario,Region,Label,Mask,Season,Year,
16342,0.04,1.51,CSIRO-Mk3-6-0,CMIP5,RCP60,South Australia/New Zealand,SAU,land,JJA,2085,
16343,-0.08,1.75,CSIRO-Mk3-6-0,CMIP5,RCP60,South Australia/New Zealand,SAU,land,MAM,2085,
16344,-0.06,1.46,CSIRO-Mk3-6-0,CMIP5,RCP60,South Australia/New Zealand,SAU,land,SON,2085,
16345,0.31,2.36,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,ANN,2085,
16346,-0.19,2.39,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,DJF,2085,
16347,0.87,2.31,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,JJA,2085,
16348,0.38,2.48,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,MAM,2085,
16349,0.19,2.25,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,SON,2085,
16350,0.13,2.22,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeastern South America,SSA,land,ANN,2085,
16351,0.24,2.0,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeastern South America,SSA,land,DJF,2085,
16352,0.02,2.34,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeastern South America,SSA,land,JJA,2085,
16353,0.26,2.19,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeastern South America,SSA,land,MAM,2085,
16354,0.01,2.33,CSIRO-Mk3-6-0,CMIP5,RCP60,Southeastern South America,SSA,land,SON,2085,
16355,0.1,3.47,CSIRO-Mk3-6-0,CMIP5,RCP60,Tibetan Plateau,TIB,land,ANN,2085,
16356,0.11,3.73,CSIRO-Mk3-6-0,CMIP5,RCP60,Tibetan Plateau,TIB,land,DJF,2085,
16357,0.0,3.7,CSIRO-Mk3-6-0,CMIP5,RCP60,Tibetan Plateau,TIB,land,JJA,2085,
16358,0.13,2.85,CSIRO-Mk3-6-0,CMIP5,RCP60,Tibetan Plateau,TIB,land,MAM,2085,
16359,0.15,3.6,CSIRO-Mk3-6-0,CMIP5,RCP60,Tibetan Plateau,TIB,land,SON,2085,
16360,-0.11,2.81,CSIRO-Mk3-6-0,CMIP5,RCP60,West Africa,WAF,land,ANN,2085,
16361,-0.08,3.04,CSIRO-Mk3-6-0,CMIP5,RCP60,West Africa,WAF,land,DJF,2085,
16362,-0.2,2.67,CSIRO-Mk3-6-0,CMIP5,RCP60,West Africa,WAF,land,JJA,2085,
16363,-0.17,2.79,CSIRO-Mk3-6-0,CMIP5,RCP60,West Africa,WAF,land,MAM,2085,
16364,0.03,2.74,CSIRO-Mk3-6-0,CMIP5,RCP60,West Africa,WAF,land,SON,2085,
16365,0.02,3.29,CSIRO-Mk3-6-0,CMIP5,RCP60,West Asia,WAS,land,ANN,2085,
16366,0.11,2.92,CSIRO-Mk3-6-0,CMIP5,RCP60,West Asia,WAS,land,DJF,2085,
16367,-0.04,3.81,CSIRO-Mk3-6-0,CMIP5,RCP60,West Asia,WAS,land,JJA,2085,
16368,-0.02,2.99,CSIRO-Mk3-6-0,CMIP5,RCP60,West Asia,WAS,land,MAM,2085,
16369,0.03,3.44,CSIRO-Mk3-6-0,CMIP5,RCP60,West Asia,WAS,land,SON,2085,
16370,0.09,3.36,CSIRO-Mk3-6-0,CMIP5,RCP60,West North America,WNA,land,ANN,2085,
16371,0.29,3.45,CSIRO-Mk3-6-0,CMIP5,RCP60,West North America,WNA,land,DJF,2085,
16372,-0.06,3.55,CSIRO-Mk3-6-0,CMIP5,RCP60,West North America,WNA,land,JJA,2085,
16373,0.11,2.77,CSIRO-Mk3-6-0,CMIP5,RCP60,West North America,WNA,land,MAM,2085,
16374,0.02,3.69,CSIRO-Mk3-6-0,CMIP5,RCP60,West North America,WNA,land,SON,2085,
16375,0.0,2.22,CSIRO-Mk3-6-0,CMIP5,RCP60,West Coast South America,WSA,land,ANN,2085,
16376,-0.05,2.09,CSIRO-Mk3-6-0,CMIP5,RCP60,West Coast South America,WSA,land,DJF,2085,
16377,0.06,2.38,CSIRO-Mk3-6-0,CMIP5,RCP60,West Coast South America,WSA,land,JJA,2085,
16378,0.1,2.19,CSIRO-Mk3-6-0,CMIP5,RCP60,West Coast South America,WSA,land,MAM,2085,
16379,-0.09,2.21,CSIRO-Mk3-6-0,CMIP5,RCP60,West Coast South America,WSA,land,SON,2085,
16380,NA,7.36,EC-EARTH,CMIP5,RCP60,Alaska/NW Canada,ALA,land,ANN,2085,
16381,NA,3.87,EC-EARTH,CMIP5,RCP60,South America: Amazon,AMZ,land,ANN,2085,
16382,NA,3.49,EC-EARTH,CMIP5,RCP60,Central America,CAM,land,ANN,2085,
16383,NA,4.9,EC-EARTH,CMIP5,RCP60,Central Asia,CAS,land,ANN,2085,
16384,NA,3.84,EC-EARTH,CMIP5,RCP60,Central Europe,CEU,land,ANN,2085,
16385,NA,6.25,EC-EARTH,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
16386,NA,4.4,EC-EARTH,CMIP5,RCP60,Central North America,CNA,land,ANN,2085,
16387,NA,3.9,EC-EARTH,CMIP5,RCP60,East Africa,EAF,land,ANN,2085,
16388,NA,3.67,EC-EARTH,CMIP5,RCP60,Eastern Asia,EAS,land,ANN,2085,
16389,NA,3.62,EC-EARTH,CMIP5,RCP60,Eastern North America,ENA,land,ANN,2085,
16390,NA,3.91,EC-EARTH,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,ANN,2085,
16391,NA,5.97,EC-EARTH,CMIP5,RCP60,North Asia,NAS,land,ANN,2085,
16392,NA,3.63,EC-EARTH,CMIP5,RCP60,Australia/North Australia,NAU,land,ANN,2085,
16393,NA,3.66,EC-EARTH,CMIP5,RCP60,Northeast Brazil,NEB,land,ANN,2085,
16394,NA,4.54,EC-EARTH,CMIP5,RCP60,Northern Europe,NEU,land,ANN,2085,
16395,NA,3.29,EC-EARTH,CMIP5,RCP60,Southern Africa,SAF,land,ANN,2085,
16396,NA,4.7,EC-EARTH,CMIP5,RCP60,Africa: Sahara,SAH,land,ANN,2085,
16397,NA,3.53,EC-EARTH,CMIP5,RCP60,South Asia,SAS,land,ANN,2085,
16398,NA,2.4,EC-EARTH,CMIP5,RCP60,South Australia/New Zealand,SAU,land,ANN,2085,
16399,NA,3.02,EC-EARTH,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,ANN,2085,
16400,NA,3.04,EC-EARTH,CMIP5,RCP60,Southeastern South America,SSA,land,ANN,2085,
16401,NA,4.68,EC-EARTH,CMIP5,RCP60,Tibetan Plateau,TIB,land,ANN,2085,
16402,NA,3.65,EC-EARTH,CMIP5,RCP60,West Africa,WAF,land,ANN,2085,
16403,NA,4.46,EC-EARTH,CMIP5,RCP60,West Asia,WAS,land,ANN,2085,
16404,NA,4.51,EC-EARTH,CMIP5,RCP60,West North America,WNA,land,ANN,2085,
16405,NA,2.98,EC-EARTH,CMIP5,RCP60,West Coast South America,WSA,land,ANN,2085,
16406,0.17,3.43,FIO-ESM,CMIP5,RCP60,Alaska/NW Canada,ALA,land,ANN,2085,
16407,0.28,4.66,FIO-ESM,CMIP5,RCP60,Alaska/NW Canada,ALA,land,DJF,2085,
16408,0.08,2.02,FIO-ESM,CMIP5,RCP60,Alaska/NW Canada,ALA,land,JJA,2085,
16409,0.14,2.97,FIO-ESM,CMIP5,RCP60,Alaska/NW Canada,ALA,land,MAM,2085,
16410,0.2,4.06,FIO-ESM,CMIP5,RCP60,Alaska/NW Canada,ALA,land,SON,2085,
16411,0.21,2.17,FIO-ESM,CMIP5,RCP60,South America: Amazon,AMZ,land,ANN,2085,
16412,0.23,2.27,FIO-ESM,CMIP5,RCP60,South America: Amazon,AMZ,land,DJF,2085,
16413,0.15,2.22,FIO-ESM,CMIP5,RCP60,South America: Amazon,AMZ,land,JJA,2085,
16414,0.18,2.12,FIO-ESM,CMIP5,RCP60,South America: Amazon,AMZ,land,MAM,2085,
16415,0.3,2.09,FIO-ESM,CMIP5,RCP60,South America: Amazon,AMZ,land,SON,2085,
16416,-0.48,1.61,FIO-ESM,CMIP5,RCP60,Central America,CAM,land,ANN,2085,
16417,-0.47,1.5,FIO-ESM,CMIP5,RCP60,Central America,CAM,land,DJF,2085,
16418,-0.59,1.7,FIO-ESM,CMIP5,RCP60,Central America,CAM,land,JJA,2085,
16419,-0.13,1.63,FIO-ESM,CMIP5,RCP60,Central America,CAM,land,MAM,2085,
16420,-0.72,1.62,FIO-ESM,CMIP5,RCP60,Central America,CAM,land,SON,2085,
16421,-0.13,1.77,FIO-ESM,CMIP5,RCP60,Central Asia,CAS,land,ANN,2085,
16422,-0.2,1.68,FIO-ESM,CMIP5,RCP60,Central Asia,CAS,land,DJF,2085,
16423,-0.07,1.99,FIO-ESM,CMIP5,RCP60,Central Asia,CAS,land,JJA,2085,
16424,-0.19,1.76,FIO-ESM,CMIP5,RCP60,Central Asia,CAS,land,MAM,2085,
16425,-0.06,1.66,FIO-ESM,CMIP5,RCP60,Central Asia,CAS,land,SON,2085,
16426,-0.13,0.61,FIO-ESM,CMIP5,RCP60,Central Europe,CEU,land,ANN,2085,
16427,0.03,0.5,FIO-ESM,CMIP5,RCP60,Central Europe,CEU,land,DJF,2085,
16428,-0.25,1.11,FIO-ESM,CMIP5,RCP60,Central Europe,CEU,land,JJA,2085,
16429,-0.19,0.1,FIO-ESM,CMIP5,RCP60,Central Europe,CEU,land,MAM,2085,
16430,-0.11,0.74,FIO-ESM,CMIP5,RCP60,Central Europe,CEU,land,SON,2085,
16431,0.04,0.31,FIO-ESM,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
16432,0.03,0.37,FIO-ESM,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
16433,0.09,0.29,FIO-ESM,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
16434,0.02,-0.51,FIO-ESM,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
16435,-0.0,1.07,FIO-ESM,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
16436,0.01,1.94,FIO-ESM,CMIP5,RCP60,Central North America,CNA,land,ANN,2085,
16437,-0.07,2.29,FIO-ESM,CMIP5,RCP60,Central North America,CNA,land,DJF,2085,
16438,0.04,2.07,FIO-ESM,CMIP5,RCP60,Central North America,CNA,land,JJA,2085,
16439,0.07,1.61,FIO-ESM,CMIP5,RCP60,Central North America,CNA,land,MAM,2085,
16440,-0.0,1.78,FIO-ESM,CMIP5,RCP60,Central North America,CNA,land,SON,2085,
16441,0.07,2.12,FIO-ESM,CMIP5,RCP60,East Africa,EAF,land,ANN,2085,
16442,0.14,2.02,FIO-ESM,CMIP5,RCP60,East Africa,EAF,land,DJF,2085,
16443,0.0,2.24,FIO-ESM,CMIP5,RCP60,East Africa,EAF,land,JJA,2085,
16444,-0.13,2.04,FIO-ESM,CMIP5,RCP60,East Africa,EAF,land,MAM,2085,
16445,0.28,2.18,FIO-ESM,CMIP5,RCP60,East Africa,EAF,land,SON,2085,
16446,0.03,1.52,FIO-ESM,CMIP5,RCP60,Eastern Asia,EAS,land,ANN,2085,
16447,-0.15,1.6,FIO-ESM,CMIP5,RCP60,Eastern Asia,EAS,land,DJF,2085,
16448,0.3,1.61,FIO-ESM,CMIP5,RCP60,Eastern Asia,EAS,land,JJA,2085,
16449,-0.14,1.46,FIO-ESM,CMIP5,RCP60,Eastern Asia,EAS,land,MAM,2085,
16450,0.12,1.4,FIO-ESM,CMIP5,RCP60,Eastern Asia,EAS,land,SON,2085,
16451,-0.07,1.47,FIO-ESM,CMIP5,RCP60,Eastern North America,ENA,land,ANN,2085,
16452,0.07,1.74,FIO-ESM,CMIP5,RCP60,Eastern North America,ENA,land,DJF,2085,
16453,-0.24,1.46,FIO-ESM,CMIP5,RCP60,Eastern North America,ENA,land,JJA,2085,
16454,-0.14,1.29,FIO-ESM,CMIP5,RCP60,Eastern North America,ENA,land,MAM,2085,
16455,0.0,1.37,FIO-ESM,CMIP5,RCP60,Eastern North America,ENA,land,SON,2085,
16456,-0.2,1.45,FIO-ESM,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,ANN,2085,
16457,-0.25,0.86,FIO-ESM,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,DJF,2085,
16458,-0.09,1.94,FIO-ESM,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,JJA,2085,
16459,-0.31,1.43,FIO-ESM,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,MAM,2085,
16460,-0.16,1.55,FIO-ESM,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,SON,2085,
16461,0.05,1.99,FIO-ESM,CMIP5,RCP60,North Asia,NAS,land,ANN,2085,
16462,0.16,2.57,FIO-ESM,CMIP5,RCP60,North Asia,NAS,land,DJF,2085,
16463,-0.08,1.81,FIO-ESM,CMIP5,RCP60,North Asia,NAS,land,JJA,2085,
16464,0.08,1.88,FIO-ESM,CMIP5,RCP60,North Asia,NAS,land,MAM,2085,
16465,0.05,1.7,FIO-ESM,CMIP5,RCP60,North Asia,NAS,land,SON,2085,
16466,0.1,2.2,FIO-ESM,CMIP5,RCP60,Australia/North Australia,NAU,land,ANN,2085,
16467,0.26,2.07,FIO-ESM,CMIP5,RCP60,Australia/North Australia,NAU,land,DJF,2085,
16468,-0.08,2.28,FIO-ESM,CMIP5,RCP60,Australia/North Australia,NAU,land,JJA,2085,
16469,0.21,2.36,FIO-ESM,CMIP5,RCP60,Australia/North Australia,NAU,land,MAM,2085,
16470,0.03,2.09,FIO-ESM,CMIP5,RCP60,Australia/North Australia,NAU,land,SON,2085,
16471,0.5,1.98,FIO-ESM,CMIP5,RCP60,Northeast Brazil,NEB,land,ANN,2085,
16472,0.75,1.94,FIO-ESM,CMIP5,RCP60,Northeast Brazil,NEB,land,DJF,2085,
16473,0.16,2.02,FIO-ESM,CMIP5,RCP60,Northeast Brazil,NEB,land,JJA,2085,
16474,0.69,1.78,FIO-ESM,CMIP5,RCP60,Northeast Brazil,NEB,land,MAM,2085,
16475,0.39,2.19,FIO-ESM,CMIP5,RCP60,Northeast Brazil,NEB,land,SON,2085,
16476,-0.11,-2.33,FIO-ESM,CMIP5,RCP60,Northern Europe,NEU,land,ANN,2085,
16477,0.03,-2.94,FIO-ESM,CMIP5,RCP60,Northern Europe,NEU,land,DJF,2085,
16478,-0.35,-1.58,FIO-ESM,CMIP5,RCP60,Northern Europe,NEU,land,JJA,2085,
16479,0.04,-3.8,FIO-ESM,CMIP5,RCP60,Northern Europe,NEU,land,MAM,2085,
16480,-0.15,-0.98,FIO-ESM,CMIP5,RCP60,Northern Europe,NEU,land,SON,2085,
16481,-0.02,2.09,FIO-ESM,CMIP5,RCP60,Southern Africa,SAF,land,ANN,2085,
16482,0.01,1.99,FIO-ESM,CMIP5,RCP60,Southern Africa,SAF,land,DJF,2085,
16483,-0.03,2.12,FIO-ESM,CMIP5,RCP60,Southern Africa,SAF,land,JJA,2085,
16484,0.01,2.04,FIO-ESM,CMIP5,RCP60,Southern Africa,SAF,land,MAM,2085,
16485,-0.06,2.2,FIO-ESM,CMIP5,RCP60,Southern Africa,SAF,land,SON,2085,
16486,-0.02,2.03,FIO-ESM,CMIP5,RCP60,Africa: Sahara,SAH,land,ANN,2085,
16487,-0.01,1.69,FIO-ESM,CMIP5,RCP60,Africa: Sahara,SAH,land,DJF,2085,
16488,-0.05,2.4,FIO-ESM,CMIP5,RCP60,Africa: Sahara,SAH,land,JJA,2085,
16489,-0.0,1.87,FIO-ESM,CMIP5,RCP60,Africa: Sahara,SAH,land,MAM,2085,
16490,-0.02,2.17,FIO-ESM,CMIP5,RCP60,Africa: Sahara,SAH,land,SON,2085,
16491,-0.08,1.88,FIO-ESM,CMIP5,RCP60,South Asia,SAS,land,ANN,2085,
16492,0.1,1.9,FIO-ESM,CMIP5,RCP60,South Asia,SAS,land,DJF,2085,
16493,-0.41,1.94,FIO-ESM,CMIP5,RCP60,South Asia,SAS,land,JJA,2085,
16494,-0.09,1.79,FIO-ESM,CMIP5,RCP60,South Asia,SAS,land,MAM,2085,
16495,0.09,1.87,FIO-ESM,CMIP5,RCP60,South Asia,SAS,land,SON,2085,
16496,0.07,2.24,FIO-ESM,CMIP5,RCP60,South Australia/New Zealand,SAU,land,ANN,2085,
16497,0.09,2.26,FIO-ESM,CMIP5,RCP60,South Australia/New Zealand,SAU,land,DJF,2085,
16498,0.13,2.18,FIO-ESM,CMIP5,RCP60,South Australia/New Zealand,SAU,land,JJA,2085,
16499,0.05,2.36,FIO-ESM,CMIP5,RCP60,South Australia/New Zealand,SAU,land,MAM,2085,
16500,-0.0,2.17,FIO-ESM,CMIP5,RCP60,South Australia/New Zealand,SAU,land,SON,2085,
16501,0.07,1.58,FIO-ESM,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,ANN,2085,
16502,0.15,1.57,FIO-ESM,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,DJF,2085,
16503,-0.15,1.63,FIO-ESM,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,JJA,2085,
16504,0.15,1.5,FIO-ESM,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,MAM,2085,
16505,0.12,1.62,FIO-ESM,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,SON,2085,
16506,0.17,2.1,FIO-ESM,CMIP5,RCP60,Southeastern South America,SSA,land,ANN,2085,
16507,0.26,2.14,FIO-ESM,CMIP5,RCP60,Southeastern South America,SSA,land,DJF,2085,
16508,0.13,2.12,FIO-ESM,CMIP5,RCP60,Southeastern South America,SSA,land,JJA,2085,
16509,0.11,2.1,FIO-ESM,CMIP5,RCP60,Southeastern South America,SSA,land,MAM,2085,
16510,0.19,2.06,FIO-ESM,CMIP5,RCP60,Southeastern South America,SSA,land,SON,2085,
16511,-0.01,2.05,FIO-ESM,CMIP5,RCP60,Tibetan Plateau,TIB,land,ANN,2085,
16512,0.1,2.25,FIO-ESM,CMIP5,RCP60,Tibetan Plateau,TIB,land,DJF,2085,
16513,-0.07,2.0,FIO-ESM,CMIP5,RCP60,Tibetan Plateau,TIB,land,JJA,2085,
16514,-0.04,2.2,FIO-ESM,CMIP5,RCP60,Tibetan Plateau,TIB,land,MAM,2085,
16515,-0.02,1.75,FIO-ESM,CMIP5,RCP60,Tibetan Plateau,TIB,land,SON,2085,
16516,0.1,2.04,FIO-ESM,CMIP5,RCP60,West Africa,WAF,land,ANN,2085,
16517,0.15,1.97,FIO-ESM,CMIP5,RCP60,West Africa,WAF,land,DJF,2085,
16518,0.06,2.08,FIO-ESM,CMIP5,RCP60,West Africa,WAF,land,JJA,2085,
16519,0.06,1.97,FIO-ESM,CMIP5,RCP60,West Africa,WAF,land,MAM,2085,
16520,0.15,2.14,FIO-ESM,CMIP5,RCP60,West Africa,WAF,land,SON,2085,
16521,-0.08,1.86,FIO-ESM,CMIP5,RCP60,West Asia,WAS,land,ANN,2085,
16522,-0.08,1.63,FIO-ESM,CMIP5,RCP60,West Asia,WAS,land,DJF,2085,
16523,-0.07,2.35,FIO-ESM,CMIP5,RCP60,West Asia,WAS,land,JJA,2085,
16524,-0.12,1.79,FIO-ESM,CMIP5,RCP60,West Asia,WAS,land,MAM,2085,
16525,-0.04,1.68,FIO-ESM,CMIP5,RCP60,West Asia,WAS,land,SON,2085,
16526,0.02,1.96,FIO-ESM,CMIP5,RCP60,West North America,WNA,land,ANN,2085,
16527,0.1,2.32,FIO-ESM,CMIP5,RCP60,West North America,WNA,land,DJF,2085,
16528,0.04,1.89,FIO-ESM,CMIP5,RCP60,West North America,WNA,land,JJA,2085,
16529,-0.01,1.46,FIO-ESM,CMIP5,RCP60,West North America,WNA,land,MAM,2085,
16530,-0.05,2.16,FIO-ESM,CMIP5,RCP60,West North America,WNA,land,SON,2085,
16531,0.25,1.99,FIO-ESM,CMIP5,RCP60,West Coast South America,WSA,land,ANN,2085,
16532,0.53,1.99,FIO-ESM,CMIP5,RCP60,West Coast South America,WSA,land,DJF,2085,
16533,0.07,2.03,FIO-ESM,CMIP5,RCP60,West Coast South America,WSA,land,JJA,2085,
16534,0.22,1.95,FIO-ESM,CMIP5,RCP60,West Coast South America,WSA,land,MAM,2085,
16535,0.19,1.97,FIO-ESM,CMIP5,RCP60,West Coast South America,WSA,land,SON,2085,
16536,0.57,8.26,GFDL-CM3,CMIP5,RCP60,Alaska/NW Canada,ALA,land,ANN,2085,
16537,0.47,11.78,GFDL-CM3,CMIP5,RCP60,Alaska/NW Canada,ALA,land,DJF,2085,
16538,0.81,6.11,GFDL-CM3,CMIP5,RCP60,Alaska/NW Canada,ALA,land,JJA,2085,
16539,0.35,7.88,GFDL-CM3,CMIP5,RCP60,Alaska/NW Canada,ALA,land,MAM,2085,
16540,0.66,7.26,GFDL-CM3,CMIP5,RCP60,Alaska/NW Canada,ALA,land,SON,2085,
16541,-0.37,4.3,GFDL-CM3,CMIP5,RCP60,South America: Amazon,AMZ,land,ANN,2085,
16542,-0.12,3.64,GFDL-CM3,CMIP5,RCP60,South America: Amazon,AMZ,land,DJF,2085,
16543,-0.32,4.16,GFDL-CM3,CMIP5,RCP60,South America: Amazon,AMZ,land,JJA,2085,
16544,0.24,3.31,GFDL-CM3,CMIP5,RCP60,South America: Amazon,AMZ,land,MAM,2085,
16545,-1.3,6.1,GFDL-CM3,CMIP5,RCP60,South America: Amazon,AMZ,land,SON,2085,
16546,-0.04,3.29,GFDL-CM3,CMIP5,RCP60,Central America,CAM,land,ANN,2085,
16547,-0.09,2.94,GFDL-CM3,CMIP5,RCP60,Central America,CAM,land,DJF,2085,
16548,-0.08,3.51,GFDL-CM3,CMIP5,RCP60,Central America,CAM,land,JJA,2085,
16549,-0.04,3.19,GFDL-CM3,CMIP5,RCP60,Central America,CAM,land,MAM,2085,
16550,0.07,3.52,GFDL-CM3,CMIP5,RCP60,Central America,CAM,land,SON,2085,
16551,0.06,5.59,GFDL-CM3,CMIP5,RCP60,Central Asia,CAS,land,ANN,2085,
16552,0.12,5.2,GFDL-CM3,CMIP5,RCP60,Central Asia,CAS,land,DJF,2085,
16553,0.1,6.59,GFDL-CM3,CMIP5,RCP60,Central Asia,CAS,land,JJA,2085,
16554,0.08,5.05,GFDL-CM3,CMIP5,RCP60,Central Asia,CAS,land,MAM,2085,
16555,-0.07,5.53,GFDL-CM3,CMIP5,RCP60,Central Asia,CAS,land,SON,2085,
16556,0.07,4.44,GFDL-CM3,CMIP5,RCP60,Central Europe,CEU,land,ANN,2085,
16557,0.28,3.99,GFDL-CM3,CMIP5,RCP60,Central Europe,CEU,land,DJF,2085,
16558,-0.25,5.67,GFDL-CM3,CMIP5,RCP60,Central Europe,CEU,land,JJA,2085,
16559,0.21,3.72,GFDL-CM3,CMIP5,RCP60,Central Europe,CEU,land,MAM,2085,
16560,0.05,4.4,GFDL-CM3,CMIP5,RCP60,Central Europe,CEU,land,SON,2085,
16561,0.31,6.83,GFDL-CM3,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
16562,0.3,9.0,GFDL-CM3,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
16563,0.29,5.5,GFDL-CM3,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
16564,0.26,6.1,GFDL-CM3,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
16565,0.4,6.72,GFDL-CM3,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
16566,0.29,4.57,GFDL-CM3,CMIP5,RCP60,Central North America,CNA,land,ANN,2085,
16567,0.29,3.51,GFDL-CM3,CMIP5,RCP60,Central North America,CNA,land,DJF,2085,
16568,0.34,5.6,GFDL-CM3,CMIP5,RCP60,Central North America,CNA,land,JJA,2085,
16569,0.54,4.34,GFDL-CM3,CMIP5,RCP60,Central North America,CNA,land,MAM,2085,
16570,-0.02,4.81,GFDL-CM3,CMIP5,RCP60,Central North America,CNA,land,SON,2085,
16571,0.36,3.35,GFDL-CM3,CMIP5,RCP60,East Africa,EAF,land,ANN,2085,
16572,0.81,3.1,GFDL-CM3,CMIP5,RCP60,East Africa,EAF,land,DJF,2085,
16573,0.0,3.62,GFDL-CM3,CMIP5,RCP60,East Africa,EAF,land,JJA,2085,
16574,0.2,3.37,GFDL-CM3,CMIP5,RCP60,East Africa,EAF,land,MAM,2085,
16575,0.42,3.3,GFDL-CM3,CMIP5,RCP60,East Africa,EAF,land,SON,2085,
16576,0.29,4.04,GFDL-CM3,CMIP5,RCP60,Eastern Asia,EAS,land,ANN,2085,
16577,0.07,4.37,GFDL-CM3,CMIP5,RCP60,Eastern Asia,EAS,land,DJF,2085,
16578,0.85,4.33,GFDL-CM3,CMIP5,RCP60,Eastern Asia,EAS,land,JJA,2085,
16579,0.13,3.18,GFDL-CM3,CMIP5,RCP60,Eastern Asia,EAS,land,MAM,2085,
16580,0.11,4.26,GFDL-CM3,CMIP5,RCP60,Eastern Asia,EAS,land,SON,2085,
16581,0.2,4.22,GFDL-CM3,CMIP5,RCP60,Eastern North America,ENA,land,ANN,2085,
16582,0.33,3.83,GFDL-CM3,CMIP5,RCP60,Eastern North America,ENA,land,DJF,2085,
16583,-0.07,4.86,GFDL-CM3,CMIP5,RCP60,Eastern North America,ENA,land,JJA,2085,
16584,0.17,3.81,GFDL-CM3,CMIP5,RCP60,Eastern North America,ENA,land,MAM,2085,
16585,0.36,4.38,GFDL-CM3,CMIP5,RCP60,Eastern North America,ENA,land,SON,2085,
16586,-0.23,4.38,GFDL-CM3,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,ANN,2085,
16587,-0.27,3.2,GFDL-CM3,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,DJF,2085,
16588,-0.21,5.79,GFDL-CM3,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,JJA,2085,
16589,-0.18,3.6,GFDL-CM3,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,MAM,2085,
16590,-0.25,4.94,GFDL-CM3,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,SON,2085,
16591,0.46,6.68,GFDL-CM3,CMIP5,RCP60,North Asia,NAS,land,ANN,2085,
16592,0.4,8.2,GFDL-CM3,CMIP5,RCP60,North Asia,NAS,land,DJF,2085,
16593,0.54,6.28,GFDL-CM3,CMIP5,RCP60,North Asia,NAS,land,JJA,2085,
16594,0.34,5.73,GFDL-CM3,CMIP5,RCP60,North Asia,NAS,land,MAM,2085,
16595,0.55,6.53,GFDL-CM3,CMIP5,RCP60,North Asia,NAS,land,SON,2085,
16596,0.02,3.15,GFDL-CM3,CMIP5,RCP60,Australia/North Australia,NAU,land,ANN,2085,
16597,-0.11,3.22,GFDL-CM3,CMIP5,RCP60,Australia/North Australia,NAU,land,DJF,2085,
16598,-0.21,3.11,GFDL-CM3,CMIP5,RCP60,Australia/North Australia,NAU,land,JJA,2085,
16599,0.32,3.11,GFDL-CM3,CMIP5,RCP60,Australia/North Australia,NAU,land,MAM,2085,
16600,0.08,3.17,GFDL-CM3,CMIP5,RCP60,Australia/North Australia,NAU,land,SON,2085,
16601,-0.11,3.09,GFDL-CM3,CMIP5,RCP60,Northeast Brazil,NEB,land,ANN,2085,
16602,0.35,3.27,GFDL-CM3,CMIP5,RCP60,Northeast Brazil,NEB,land,DJF,2085,
